37.7749, -122.4194, GoogleOffice
-13.958937,33.792512,Kang'ombe House
-15.372764,35.324404,Zomba High Court
-13.951963,33.788029,Malawi Parliament
-15.799067,35.034353,Kamuzu Stadium
-15.784444,35.002713,Amaryllis Hotel
-13.780427,33.780102,Kamuzu Airport
-13.954658,33.791569,Umodzi park
